asin_clean,sku_clean,units_api,refunds_api,sales_api,promo_api,ads_api,sponsored_products_api,sponsored_display_api,sponsored_brands_api,sponsored_brands_video_api,google_ads_api,facebook_ads_api,refunds_pct_api,sellable_quota_api,refund_cost_api,amazon_fees_api,cost_of_goods_api,shipping_api,gross_profit_api,net_profit_api,estimated_payout_api,expenses_api,margin_api,roi_api,bsr_api,real_acos_api,sessions_api,unit_session_pct_api,average_sales_price_api,units_sb,refunds_sb,sales_sb,promo_sb,ads_sb,sponsored_products_sb,sponsored_display_sb,sponsored_brands_sb,sponsored_brands_video_sb,google_ads_sb,facebook_ads_sb,refunds_pct_sb,sellable_quota_sb,refund_cost_sb,amazon_fees_sb,cost_of_goods_sb,shipping_sb,gross_profit_sb,net_profit_sb,estimated_payout_sb,expenses_sb,margin_sb,roi_sb,bsr_sb,real_acos_sb,sessions_sb,unit_session_pct_sb,average_sales_price_sb,delta_units,delta_refunds,delta_sales,delta_promo,delta_ads,delta_sponsored_products,delta_sponsored_display,delta_sponsored_brands,delta_sponsored_brands_video,delta_google_ads,delta_facebook_ads,delta_refunds_pct,delta_sellable_quota,delta_refund_cost,delta_amazon_fees,delta_cost_of_goods,delta_shipping,delta_gross_profit,delta_net_profit,delta_estimated_payout,delta_expenses,delta_margin,delta_roi,delta_bsr,delta_real_acos,delta_sessions,delta_unit_session_pct,delta_average_sales_price
B0FS68WLRJ,POSITIVEJAR_BEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8,-2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8,-2.8,-2.8,0.0,0.0,0.0,916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.8,2.8,0.0,0.0,0.0,-916.0,0.0,0.0,0.0,0.0
B0FX7MYQCH,CARVISOR_DRIVERSAFRDAD,1.0,0.0,4.99,0.0,-0.32,-0.29,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,-3.99,0.0,0.0,1.0,0.68,1.0,0.0,13.63,0.0,0.0,6.41,0.0,0.0,4.99,1.0,0.0,4.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.18,0.0,0.0,1.81,1.81,1.81,0.0,36.27,0.0,1471.0,0.0,0.0,0.0,4.99,0.0,0.0,0.0,0.0,-0.32,-0.29,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,-0.81,0.0,0.0,-0.81,-1.13,-0.81,0.0,-22.64,0.0,-1471.0,6.41,0.0,0.0,0.0
B0GCBYR6Z7,VLT_LOVECOUPONS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.84,0.0,0.0,-0.84,-0.84,-0.84,0.0,0.0,0.0,311367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.84,0.84,0.84,0.0,0.0,0.0,-311367.0,0.0,0.0,0.0,0.0
B0GFKLJQFJ,VLT_ILOVEYOUBECAUSE,1.0,0.0,13.99,0.0,-0.89,-0.81,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,-5.96,-2.5,0.0,5.53,4.64,8.03,0.0,33.17,185.6,0.0,6.36,0.0,0.0,13.99,1.0,0.0,13.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.17,-2.5,0.0,5.32,5.32,7.82,0.0,38.03,212.8,916.0,0.0,0.0,0.0,13.99,0.0,0.0,0.0,0.0,-0.89,-0.81,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.21,-0.68,0.21,0.0,-4.86,-27.2,-916.0,6.36,0.0,0.0,0.0
B0GRTCMQDD,BIBLEJAR_DAD2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.65,-2.19,0.0,0.0,-1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.65,-3.65,-3.65,0.0,0.0,0.0,8740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65,2.19,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65,3.65,3.65,0.0,0.0,0.0,-8740.0,0.0,0.0,0.0,0.0
B0GS5R4ZS6,HANDPRINT_SIGN_MOM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.11,-1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.11,-1.11,-1.11,0.0,0.0,0.0,14859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,1.11,1.11,0.0,0.0,0.0,-14859.0,0.0,0.0,0.0,0.0
B0GS645DBF,HANDPRINT_SIGN_DAD,8.0,0.0,87.84,0.0,-10.11,-9.64,0.0,-0.47,0.0,0.0,0.0,0.0,0.0,0.0,-39.1,0.0,0.0,48.74,38.63,48.74,0.0,43.98,0.0,0.0,11.51,0.0,0.0,10.98,8.0,0.0,87.84,0.0,-4.58,-4.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.53,0.0,0.0,68.73,68.73,68.73,0.0,78.24,0.0,14859.0,5.21,0.0,0.0,10.98,0.0,0.0,0.0,0.0,-5.53,-5.06,0.0,-0.47,0.0,0.0,0.0,0.0,0.0,0.0,-24.57,0.0,0.0,-19.99,-30.1,-19.99,0.0,-34.26,0.0,-14859.0,6.3,0.0,0.0,0.0
B0GV365N6Z,STK_250_ANNI_2PCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.61,-2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.61,-2.61,-2.61,0.0,0.0,0.0,264530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,2.61,2.61,0.0,0.0,0.0,-264530.0,0.0,0.0,0.0,0.0
B0GVYF16BT,250TH_KEYCHAIN_DAIBANG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.48,0.0,0.0,7.5,7.5,7.5,0.0,83.52,0.0,7990.0,0.0,0.0,0.0,8.98,0.0,0.0,-8.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,-7.5,-7.5,-7.5,0.0,-83.52,0.0,-7990.0,0.0,0.0,0.0,-8.98
B0GVYQNCKJ,MOTHERDAY_CARD_TIMLEN_GRANDMA,1.0,0.0,6.98,0.0,-0.44,-0.4,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,-4.29,0.0,0.0,2.69,2.25,2.69,0.0,32.23,0.0,0.0,6.3,0.0,0.0,6.98,1.0,0.0,6.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.16,0.0,0.0,5.82,5.82,5.82,0.0,83.38,0.0,292807.0,0.0,0.0,0.0,6.98,0.0,0.0,0.0,0.0,-0.44,-0.4,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,-3.13,0.0,0.0,-3.13,-3.57,-3.13,0.0,-51.15,0.0,-292807.0,6.3,0.0,0.0,0.0
B0GVYTQLYB,DESK-DECOR_AMERICA250,4.0,0.0,0.0,0.0,-18.08,-18.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,51.92,0.0,-18.08,-18.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.52,0.0,0.0,10.32,10.32,10.32,0.0,19.88,0.0,2733.0,34.82,0.0,0.0,12.98,0.0,0.0,-51.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.52,0.0,0.0,-10.32,-28.4,-10.32,0.0,-19.88,0.0,-2733.0,-34.82,0.0,0.0,-12.98
B0GVYXMMNX,NURSEBADGEREEL_STICKEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9,-1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9,-1.9,-1.9,0.0,0.0,0.0,130236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,1.9,0.0,0.0,0.0,-130236.0,0.0,0.0,0.0,0.0
B0GVZ1733Q,NURSEBADGEREEL_CUFFEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.94,-0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.94,-0.94,-0.94,0.0,0.0,0.0,130236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.94,0.94,0.0,0.0,0.0,-130236.0,0.0,0.0,0.0,0.0
B0GWQF4FM6,FATHERDAY_DADJOKESJAR,4.0,0.0,31.92,0.0,-13.34,-13.17,0.0,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,-16.84,0.0,0.0,15.08,1.74,15.08,0.0,5.45,0.0,0.0,41.79,0.0,0.0,7.98,4.0,0.0,31.92,0.0,-11.33,-11.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.32,0.0,0.0,3.27,3.27,3.27,0.0,10.24,0.0,1846.0,35.49,0.0,0.0,7.98,0.0,0.0,0.0,0.0,-2.01,-1.84,0.0,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,11.81,-1.53,11.81,0.0,-4.79,0.0,-1846.0,6.3,0.0,0.0,0.0
B0GWRC6XR9,FATHERDAY_DADHAT,2.0,0.0,17.99,0.0,-9.1,-9.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,-5.94,0.0,0.0,12.05,2.95,12.05,0.0,16.4,0.0,0.0,50.58,0.0,0.0,8.99,2.0,0.0,35.98,0.0,-7.96,-7.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.49,0.0,0.0,12.53,12.53,12.53,0.0,34.82,0.0,4726.0,22.12,0.0,0.0,17.99,0.0,0.0,-17.99,0.0,-1.14,-1.04,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,9.55,0.0,0.0,-0.48,-9.58,-0.48,0.0,-18.42,0.0,-4726.0,28.46,0.0,0.0,-9.0
B0GXKRXV5H,250TH_KEYCHAIN_CHUONG,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,62.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.37,0.0,0.0,52.49,52.49,52.49,0.0,83.5,0.0,8690.0,0.0,0.0,0.0,8.98,0.0,0.0,-62.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.37,0.0,0.0,-52.49,-52.49,-52.49,0.0,-83.5,0.0,-8690.0,0.0,0.0,0.0,-8.98
B0GY4JSS94,FATHERDAY_BESTDADEVERHAT,1.0,0.0,17.98,0.0,-5.27,-1.79,0.0,-3.48,0.0,0.0,0.0,0.0,0.0,0.0,-5.94,0.0,0.0,12.04,6.77,12.04,0.0,37.65,0.0,0.0,29.31,0.0,0.0,17.98,1.0,0.0,17.98,0.0,-4.13,-0.75,0.0,0.0,-3.38,0.0,0.0,0.0,0.0,0.0,-7.73,0.0,0.0,6.12,6.12,6.12,0.0,34.04,0.0,8019.0,22.97,0.0,0.0,17.98,0.0,0.0,0.0,0.0,-1.14,-1.04,0.0,-3.48,3.38,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,5.92,0.65,5.92,0.0,3.61,0.0,-8019.0,6.34,0.0,0.0,0.0
B0GZGMLGDD,250TH_DOORSIGN_DAIBANG,1.0,0.0,0.0,0.0,-9.83,-9.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.99,0.0,-9.83,-9.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.76,0.0,0.0,-1.6,-1.6,-1.6,0.0,-11.44,0.0,2098.0,70.26,0.0,0.0,13.99,0.0,0.0,-13.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76,0.0,0.0,1.6,-8.23,1.6,0.0,11.44,0.0,-2098.0,-70.26,0.0,0.0,-13.99
B0GZHBKGCM,250TH_DOORSIGN_250THANNIVERSARY,1.0,0.0,11.99,0.0,-1.05,-0.99,0.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,-5.24,0.0,0.0,6.75,5.7,6.75,0.0,47.54,0.0,0.0,8.76,0.0,0.0,11.99,1.0,0.0,11.99,0.0,-0.3,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.64,0.0,0.0,6.05,6.05,6.05,0.0,50.46,0.0,2873.0,2.5,0.0,0.0,11.99,0.0,0.0,0.0,0.0,-0.75,-0.69,0.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.7,-0.35,0.7,0.0,-2.92,0.0,-2873.0,6.26,0.0,0.0,0.0
